GeneID,Symbol,Description,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent
285180,RUFY4,RUN and FYVE domain containing 4,ZFYVE31,protein-coding,ENSG00000188282,active,NC_000002.12,218034934,218090584,positive,4333,GO:0005515///GO:0032266///GO:0046872,GO:0000045///GO:0016239///GO:0071353,GO:0005776///GO:0031410,protein binding///phosphatidylinositol-3-phosphate binding///metal ion binding,autophagosome assembly///positive regulation of macroautophagy///cellular response to interleukin-4,autophagosome///cytoplasmic vesicle
3577,CXCR1,C-X-C motif chemokine receptor 1,C-C|C-C-CKR-1|CD128|CD181|CDw128a|CKR-1|CMKAR1|IL8R1|IL8RA|IL8RBA,protein-coding,ENSG00000163464,active,NC_000002.12,218162841,218166962,negative,2459,GO:0004918///GO:0004930///GO:0004950///GO:0005515///GO:0016493///GO:0019957///GO:0019959,GO:0002407///GO:0006955///GO:0007166///GO:0007186///GO:0007204///GO:0019722///GO:0030593///GO:0031623///GO:0038112///GO:0060326///GO:0070098,GO:0005886///GO:0009897///GO:0030667,interleukin-8 receptor activity///G protein-coupled receptor activity///chemokine receptor activity///protein binding///C-C chemokine receptor activity///C-C chemokine binding///interleukin-8 binding,dendritic cell chemotaxis///immune response///cell surface receptor signaling pathway///G protein-coupled receptor signaling pathway///positive regulation of cytosolic calcium ion concentration///calcium-mediated signaling///neutrophil chemotaxis///receptor internalization///interleukin-8-mediated signaling pathway///cell chemotaxis///chemokine-mediated signaling pathway,plasma membrane///external side of plasma membrane///secretory granule membrane
64320,RNF25,ring finger protein 25,AO7,protein-coding,ENSG00000163481,active,NC_000002.12,218663874,218672002,negative,1566,GO:0004842///GO:0005515///GO:0046872///GO:0051059///GO:0061630,GO:0016567///GO:0051092,GO:0005634///GO:0005829,ubiquitin-protein transferase activity///protein binding///metal ion binding///NF-kappaB binding///ubiquitin protein ligase activity,protein ubiquitination///positive regulation of NF-kappaB transcription factor activity,nucleus///cytosol
1593,CYP27A1,cytochrome P450 family 27 subfamily A member 1,CP27|CTX|CYP27,protein-coding,ENSG00000135929,active,NC_000002.12,218781733,218815293,positive,2309,GO:0005506///GO:0008395///GO:0020037///GO:0030343///GO:0031073///GO:0047103///GO:0047748///GO:0047749,GO:0006699///GO:0006707///GO:0008203///GO:0016125///GO:0036378,GO:0005739///GO:0005743///GO:0005759,"iron ion binding///steroid hydroxylase activity///heme binding///vitamin D3 25-hydroxylase activity///cholesterol 26-hydroxylase activity///3-alpha,7-alpha,12-alpha-trihydroxycholestan-26-al 26-oxidoreductase activity///cholestanetetraol 26-dehydrogenase activity///cholestanetriol 26-monooxygenase activity",bile acid biosynthetic process///cholesterol catabolic process///cholesterol metabolic process///sterol metabolic process///calcitriol biosynthetic process from calciol,mitochondrion///mitochondrial inner membrane///mitochondrial matrix
54738,FEV,"FEV transcription factor, ETS family member",HSRNAFEV|PET-1,protein-coding,ENSG00000163497,active,NC_000002.12,218981087,218985184,negative,1406,GO:0000978///GO:0000981///GO:0001228///GO:1990837,GO:0006357///GO:0010628///GO:0030154///GO:0042551///GO:0045944///GO:0048665,GO:0000785///GO:0005634///GO:0016607,"RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA-binding transcription activator activity, RNA polymerase II-specific///sequence-specific double-stranded DNA binding",regulation of transcription by RNA polymerase II///positive regulation of gene expression///cell differentiation///neuron maturation///positive regulation of transcription by RNA polymerase II///neuron fate specification,chromatin///nucleus///nuclear speck
1412,CRYBA2,crystallin beta A2,CTRCT42,protein-coding,ENSG00000163499,active,NC_000002.12,218990190,218993422,negative,902,GO:0003674///GO:0005212///GO:0005515///GO:0042802,GO:0002088///GO:0007601///GO:0008150,GO:0005575,molecular_function///structural constituent of eye lens///protein binding///identical protein binding,lens development in camera-type eye///visual perception///biological_process,cellular_component
100129175,LOC100129175,uncharacterized LOC100129175,,ncRNA,ENSG00000224090,active,NC_000002.12,219002215,219015722,positive,1993,,,,,,
79411,GLB1L,galactosidase beta 1 like,,protein-coding,ENSG00000163521,active,NC_000002.12,219236598,219245444,negative,3024,GO:0004565,GO:0005975,GO:0005576///GO:0005764///GO:0005773,beta-galactosidase activity,carbohydrate metabolic process,extracellular region///lysosome///vacuole
107985835,LOC107985835,uncharacterized LOC107985835,,ncRNA,,active,NC_000002.12,219350667,219355165,negative,444,,,,,,
1674,DES,desmin,CDCD3|CSM1|CSM2|LGMD1D|LGMD1E|LGMD2R,protein-coding,ENSG00000175084,active,NC_000002.12,219418377,219426734,positive,2243,GO:0005200///GO:0005515///GO:0008092///GO:0042802,GO:0006936///GO:0007010///GO:0008016///GO:0045109///GO:0060538,GO:0005634///GO:0005737///GO:0005829///GO:0005882///GO:0005911///GO:0005916///GO:0014704///GO:0030018///GO:0031594///GO:0042383///GO:0045111///GO:0070062///GO:0097512,structural constituent of cytoskeleton///protein binding///cytoskeletal protein binding///identical protein binding,muscle contraction///cytoskeleton organization///regulation of heart contraction///intermediate filament organization///skeletal muscle organ development,nucleus///cytoplasm///cytosol///intermediate filament///cell-cell junction///fascia adherens///intercalated disc///Z disc///neuromuscular junction///sarcolemma///intermediate filament cytoskeleton///extracellular exosome///cardiac myofibril
55515,ASIC4,acid sensing ion channel subunit family member 4,ACCN4|BNAC4,protein-coding,ENSG00000072182,active,NC_000002.12,219514170,219538772,positive,3054,GO:0005216///GO:0005515///GO:0015081///GO:0015280,GO:0001662///GO:0035725,GO:0005886,ion channel activity///protein binding///sodium ion transmembrane transporter activity///ligand-gated sodium channel activity,behavioral fear response///sodium ion transmembrane transport,plasma membrane
105373893,LOC105373893,uncharacterized LOC105373893,,ncRNA,,active,NC_000002.12,220067712,220494306,positive,2123,,,,,,
105373905,LOC105373905,uncharacterized LOC105373905,,ncRNA,,active,NC_000002.12,223103078,223114724,negative,4840,,,,,,
105373907,LOC105373907,uncharacterized LOC105373907,,ncRNA,,active,NC_000002.12,223489092,223506212,positive,349,,,,,,
107985992,LOC107985992,uncharacterized LOC107985992,,ncRNA,,active,NC_000002.12,225770598,225887240,positive,1018,,,,,,
646736,LOC646736,uncharacterized LOC646736,,ncRNA,,active,NC_000002.12,226142794,226180062,positive,935,,,,,,
56947,MFF,mitochondrial fission factor,C2orf33|EMPF2|GL004,protein-coding,ENSG00000168958,active,NC_000002.12,227325233,227357836,positive,2324,GO:0005515///GO:0042802///GO:0042803,GO:0000266///GO:0001836///GO:0006626///GO:0008053///GO:0010821///GO:0016559///GO:0043653///GO:0070584///GO:0090141///GO:0090200///GO:0090314///GO:1900063,GO:0005739///GO:0005741///GO:0005777///GO:0008021///GO:0031966///GO:0032991,protein binding///identical protein binding///protein homodimerization activity,mitochondrial fission///release of cytochrome c from mitochondria///protein targeting to mitochondrion///mitochondrial fusion///regulation of mitochondrion organization///peroxisome fission///mitochondrial fragmentation involved in apoptotic process///mitochondrion morphogenesis///positive regulation of mitochondrial fission///positive regulation of release of cytochrome c from mitochondria///positive regulation of protein targeting to membrane///regulation of peroxisome organization,mitochondrion///mitochondrial outer membrane///peroxisome///synaptic vesicle///mitochondrial membrane///protein-containing complex
729968,LOC729968,spore coat protein SP96,,ncRNA,,active,NC_000002.12,227616991,227618655,negative,1412,,,,,,
80309,SPHKAP,"SPHK1 interactor, AKAP domain containing",SKIP,protein-coding,ENSG00000153820,active,NC_000002.12,227979954,228181999,negative,7465,GO:0005515///GO:0051018,,GO:0005737///GO:0005739,protein binding///protein kinase A binding,,cytoplasm///mitochondrion
107985997,LOC107985997,replaced by ID 107985995,,,,secondary,NC_000002.12,230121974,230140147,positive,1372,,,,,,
6672,SP100,SP100 nuclear antigen,lysp100b,protein-coding,ENSG00000067066,active,NC_000002.12,230416156,230545606,positive,7652,GO:0000981///GO:0003677///GO:0005515///GO:0019900///GO:0019904///GO:0042802///GO:0046983///GO:0070087,GO:0000122///GO:0000723///GO:0006357///GO:0006978///GO:0010596///GO:0034340///GO:0034341///GO:0043392///GO:0043433///GO:0045185///GO:0045765///GO:0045893///GO:0046826///GO:0060333///GO:0060337///GO:1902041///GO:1902044,GO:0000781///GO:0005634///GO:0005654///GO:0005737///GO:0016604///GO:0016605,"DNA-binding transcription factor activity, RNA polymerase II-specific///DNA binding///protein binding///kinase binding///protein domain specific binding///identical protein binding///protein dimerization activity///chromo shadow domain binding","negative regulation of transcription by RNA polymerase II///telomere maintenance///regulation of transcription by RNA polymerase II///DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator///negative regulation of endothelial cell migration///response to type I interferon///response to type II interferon///negative regulation of DNA binding///negative regulation of DNA-binding transcription factor activity///maintenance of protein location///regulation of angiogenesis///positive regulation of DNA-templated transcription///negative regulation of protein export from nucleus///type II interferon-mediated signaling pathway///type I interferon-mediated signaling pathway///regulation of extrinsic apoptotic signaling pathway via death domain receptors///regulation of Fas signaling pathway","chromosome, telomeric region///nucleus///nucleoplasm///cytoplasm///nuclear body///PML body"
51719,CAB39,calcium binding protein 39,CGI-66|MO25,protein-coding,ENSG00000135932,active,NC_000002.12,230712842,230821075,positive,7691,GO:0005515///GO:0019900///GO:0030295///GO:0043539,GO:0007165///GO:0010800///GO:0014823///GO:0018105///GO:0032147///GO:0035556///GO:0071476///GO:0071902///GO:0097066///GO:1901017///GO:1901380,GO:0005576///GO:0005737///GO:0005829///GO:0016020///GO:0030018///GO:0034774///GO:0070062///GO:1902554///GO:1904813,protein binding///kinase binding///protein kinase activator activity///protein serine/threonine kinase activator activity,signal transduction///positive regulation of peptidyl-threonine phosphorylation///response to activity///peptidyl-serine phosphorylation///activation of protein kinase activity///intracellular signal transduction///cellular hypotonic response///positive regulation of protein serine/threonine kinase activity///response to thyroid hormone///negative regulation of potassium ion transmembrane transporter activity///negative regulation of potassium ion transmembrane transport,extracellular region///cytoplasm///cytosol///membrane///Z disc///secretory granule lumen///extracellular exosome///serine/threonine protein kinase complex///ficolin-1-rich granule lumen
348761,SPATA3-AS1,SPATA3 antisense RNA 1 (head to head),,ncRNA,ENSG00000238062,active,NC_000002.12,230984368,230996032,negative,3509,,,,,,
165100,TEX44,testis expressed 44,C2orf57,protein-coding,ENSG00000177673,active,NC_000002.12,231592864,231594276,positive,1413,GO:0005515,,GO:0005737,protein binding,,cytoplasm
100302285,MIR1244-1,microRNA 1244-1,MIR1244|MIRN1244|hsa-mir-1244|hsa-mir-1244-1,ncRNA,ENSG00000284378,active,NC_000002.12,231713314,231713398,positive,85,,,,,,
4880,NPPC,natriuretic peptide C,CNP|CNP2,protein-coding,ENSG00000163273,active,NC_000002.12,231921809,231926405,negative,3207,GO:0005102///GO:0005179///GO:0051427,GO:0001503///GO:0001666///GO:0003418///GO:0003419///GO:0006182///GO:0006457///GO:0007168///GO:0008285///GO:0009410///GO:0009791///GO:0010753///GO:0019934///GO:0032966///GO:0040014///GO:0045471///GO:0045669///GO:0048660///GO:0051321///GO:0051447///GO:0097746///GO:1900194///GO:2000279,GO:0005576///GO:0005615///GO:0030141///GO:0032991,signaling receptor binding///hormone activity///hormone receptor binding,ossification///response to hypoxia///growth plate cartilage chondrocyte differentiation///growth plate cartilage chondrocyte proliferation///cGMP biosynthetic process///protein folding///receptor guanylyl cyclase signaling pathway///negative regulation of cell population proliferation///response to xenobiotic stimulus///post-embryonic development///positive regulation of cGMP-mediated signaling///cGMP-mediated signaling///negative regulation of collagen biosynthetic process///regulation of multicellular organism growth///response to ethanol///positive regulation of osteoblast differentiation///regulation of smooth muscle cell proliferation///meiotic cell cycle///negative regulation of meiotic cell cycle///blood vessel diameter maintenance///negative regulation of oocyte maturation///negative regulation of DNA biosynthetic process,extracellular region///extracellular space///secretory granule///protein-containing complex
